search_song,search_artist,matched_song,matched_artist,collection,apple_genre,preview_url,match_status,title_score,artist_score,artist_overlap,version_penalty,failure_reason
Staying Alive,DJ Khaled Featuring Drake & Lil Baby,STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,GOD DID,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0e/f5/27/0ef527cd-22d5-93e3-4cd6-d406f76cdfcd/mzaf_9716555735641078048.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,1.0,1.0,0.25,SUCCESS
Stole Ya Flow,A$AP Rocky,HIGHJACK (feat. Jessica Pratt),A$AP Rocky,HIGHJACK (feat. Jessica Pratt) - Single,Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b3/0f/03/b30f03fe-356b-6097-d574-2c8fe87f30a8/mzaf_7167350923030111520.plus.aac.p.m4a,LOW_CONFIDENCE,0.0952380952380952,1.0,1.0,0.0,SUCCESS
Stranded (Haiti Mon Amour),"""Jay-Z, Bono, The Edge & Rihanna""",Minority Report (feat. Ne-Yo),JAŸ-Z,Kingdom Come,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/73/d9/7a/73d97a0b-88fe-c016-10ea-a980adfa1bd3/mzaf_11786717470722902358.plus.aac.p.m4a,LOW_CONFIDENCE,0.2608695652173913,0.8888888888888888,0.5,0.0,SUCCESS
Strip,Chris Brown Featuring Kevin K-MAC McCall,Residuals,Chris Brown,11:11 (Deluxe),R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/37/2f/81/372f81ba-acf6-8bb7-57a2-d5308d51620f/mzaf_8185643471338514157.plus.aac.p.m4a,LOW_CONFIDENCE,0.2857142857142857,1.0,1.0,0.0,SUCCESS
Stupid Girls,P!nk,Stupid Girls (Noize Trip Remix),P!nk,The Remixes - EP,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/60/1e/a7/601ea77c-6b9d-cf50-2d3b-5ed133c05bd2/mzaf_7099369633744041666.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,1.0,1.0,0.25,SUCCESS
Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e3/56/89/e356898f-800d-726e-9530-dfc05f036ff8/mzaf_9850715569328051154.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,1.0,1.0,0.25,SUCCESS
Suicidal,YNW Melly & Juice WRLD,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,Suicidal (Remix) [feat. Juice WRLD] - Single,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ed/01/ce/ed01ceb4-1649-6be3-787b-894da7e60b2c/mzaf_5176687540238514020.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,1.0,1.0,0.25,SUCCESS
Suit & Tie,Justin Timberlake Featuring JAY Z,Suit & Tie featuring JAŸ-Z (Radio Edit),Justin Timberlake,Suit & Tie featuring JAŸ-Z (Radio Edit) - Single,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e0/3a/17/e03a1718-a8c0-ed6c-2c13-e677b977c140/mzaf_14254170067447403584.plus.aac.p.m4a,LOW_CONFIDENCE,0.5161290322580645,1.0,1.0,0.0,SUCCESS
Summer Nights,Lil Rob,Summer Nights,Iration,Fresh Grounds - EP,Reggae,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/21/f7/09/21f709a5-2619-85c0-e432-fa83462d92ba/mzaf_13644491255474573287.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.4285714285714285,0.0,0.0,SUCCESS
Summertime Sadness,Lana Del Rey vs. Cedric Gervais,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],Lana Del Rey & Cedric Gervais,It's No Big Deal - 2010s Pop Throwbacks,Dance,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d4/12/76/d41276c9-6a02-96f0-0efa-221b8218a221/mzaf_2408207293879999799.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.9473684210526316,1.0,0.25,SUCCESS
Sympathy Is A Knife,Charli xcx Featuring Ariana Grande,Sympathy is a knife,Social Repose,Sympathy is a knife - Single,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a4/24/34/a4243419-f8aa-94ae-3e73-aaa2fdf78e0d/mzaf_5213060142339875394.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.2608695652173913,0.0,0.0,SUCCESS
TQG,Karol G x Shakira,GATÚBELA,KAROL G & Maldy,MAÑANA SERÁ BONITO,Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a5/b8/d6/a5b8d6b9-5bda-90b3-bb44-f0a6c30f407b/mzaf_2502727822925480717.plus.aac.p.m4a,LOW_CONFIDENCE,0.1818181818181818,0.6,0.6666666666666666,0.0,SUCCESS
TQM,Fuerza Regida,TÚ NAME,Fuerza Regida,Dolido Pero No Arrepentido - EP,Música Mexicana,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/b3/db/4d/b3db4d34-b4d8-48f1-892a-1f1744c5ba66/mzaf_4300338480355158446.plus.aac.p.m4a,LOW_CONFIDENCE,0.4444444444444444,1.0,1.0,0.0,SUCCESS
Take Care,Drake Featuring Rihanna,take care,EDEN,vertigo,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a9/eb/3c/a9eb3c69-655d-1d49-d62e-20385375225e/mzaf_3560224450338869209.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.4444444444444444,0.0,0.0,SUCCESS
Takedown,"""HUNTR/X: EJAE, Audrey Nuna & REI AMI""",Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),K-Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a5/d9/34/a5d934a9-289c-98e5-52be-53b5b517ffe7/mzaf_13830787768028450653.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3529411764705882,1.0,0.25,SUCCESS
Taki Taki,"""DJ Snake Featuring Selena Gomez, Ozuna & Cardi B""",Taki Taki,Dj Jose Gonzalez,Taki Taki - Single,Dance,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/19/7e/55/197e55a5-f665-90ed-2c6d-9dadf21cf316/mzaf_9602504902436282734.plus.aac.p.m4a,REVIEW,1.0,0.5833333333333334,0.3333333333333333,0.0,SUCCESS
Talking,¥$: Ye & Ty Dolla $ign Featuring North West,Talking,Beach Fuzz,Talking by the River - Single,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c4/94/a3/c494a301-476f-c46f-89bb-7672584ff318/mzaf_15114574092131048749.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.1666666666666666,0.0,0.0,SUCCESS
Tarot,Bad Bunny & Jhay Cortez,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Un Verano Sin Ti,Latin,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/72/ae/81/72ae81c2-4ef3-b998-40b6-563c0609509f/mzaf_12868850384306577273.plus.aac.p.m4a,LOW_CONFIDENCE,0.2222222222222222,0.5625,0.5,0.0,SUCCESS
Te Bote,"""Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny""",Te Boté,"Nio García, Darell & Casper Mágico",Te Boté - Single,Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ac/91/3a/ac913aa2-5936-1ac6-9825-3770d4e055e0/mzaf_6617701038752400834.plus.aac.p.m4a,REVIEW,0.9230769230769232,0.5454545454545454,0.42857142857142855,0.0,SUCCESS
Teardrops On My Guitar,Taylor Swift,Teardrops on my Guitar,Hushabye Baby,Hushabye Baby: Lullaby Renditions of Taylor Swift,Children's Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/dc/2e/b5/dc2eb5d7-7582-a54e-06a5-7bfc96f9b2b7/mzaf_16129316606885472085.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.24,0.0,0.0,SUCCESS
Telefono Nuevo,Bad Bunny & Luar La L,Telefono Nuevo,Buzz Enga,N O S T a L G I A,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/a3/3e/e2/a33ee2e8-8d42-6ea3-1153-d92c2b0dd1ee/mzaf_16016028043946577566.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3333333333333333,0.0,0.0,SUCCESS
Telepatia,Kali Uchis,telepatía (Mixed),Kali Uchis,Today’s Hits: July 2021 (DJ Mix),Dance,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/28/ca/53/28ca5397-9cbc-0387-1839-7de365e837fd/mzaf_8351618701357677033.plus.aac.p.m4a,LOW_CONFIDENCE,0.8888888888888888,1.0,1.0,0.0,SUCCESS
That Way,Lil Uzi Vert,That Way,SDJM & Conor Maynard,That Way - Single,Dance,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/22/f2/f6/22f2f60a-a3a1-6bc6-2511-02b4f5bc48fe/mzaf_15330050156996689736.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.2,0.0,0.0,SUCCESS
The Boss,Rick Ross Featuring T-Pain,The Boss (feat. The J.B.'s),James Brown,Black Caesar,R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/df/0e/79/df0e7983-eab9-f7d1-1633-c2027f1ca963/mzaf_7533030481852051762.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3,0.0,0.0,SUCCESS
The Box,Roddy Ricch,The Box,Randy Travis,This Is Me,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/12/b1/8a/12b18ae5-f7b3-125f-1d96-270d20f0e6f6/mzaf_4115759429663536322.plus.aac.p.m4a,REVIEW,1.0,0.5217391304347826,0.0,0.0,SUCCESS
The Emptiness Machine,Linkin Park,The Emptiness Machine,Ivent Horizon,The Emptiness Machine - Single,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/04/b8/69/04b869bf-6c1c-3b8d-3bd8-f5982ca40d8c/mzaf_15685044190821556722.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3333333333333333,0.0,0.0,SUCCESS
The Good Life,OneRepublic,Good Life,OneRepublic,Waking Up,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/5d/72/97/5d729782-c1a8-e78e-c014-09c326c62344/mzaf_17505522258258515632.plus.aac.p.m4a,LOW_CONFIDENCE,0.8181818181818182,1.0,1.0,0.0,SUCCESS
The Smallest Man Who Ever Lived,Taylor Swift,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/b2/ac/a3/b2aca34f-0a24-f6e8-7b61-703736e96dfe/mzaf_15398664685790409130.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,1.0,1.0,0.25,SUCCESS
The Way I Live,Baby Boy da Prince Featuring Lil Boosie,The Way I Live,Baby Boy da Prince,Like Dat,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ba/84/fa/ba84faa1-3b33-3f7e-1ed8-9193c509e04e/mzaf_3892465618416689780.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,1.0,1.0,0.25,SUCCESS
The World I Know,David Cook,The World I Know,Joey Quiñones,The World I Know - Single,R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/31/db/30/31db30e5-4f37-43d9-e8d3-1ca8a166e087/mzaf_10839086147988319302.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.2608695652173913,0.0,0.0,SUCCESS
Thinking Of You,Katy Perry,Thinking of You,Katy Perry,One of the Boys,Pop,,LOW_CONFIDENCE,1.0,1.0,1.0,0.0,SUCCESS
This Summer's Gonna Hurt...,Maroon 5,This Summer's Gonna Hurt Like a MotherF****r,Maroon 5,V,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8b/a3/3e/8ba33ec7-0e38-9300-48fa-32f4b5db866f/mzaf_7228156080691270209.plus.aac.p.m4a,LOW_CONFIDENCE,0.7301587301587301,1.0,1.0,0.0,SUCCESS
Thotiana,Blueface,Thotiana,Young Bopete,Thotiana - Single,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/88/33/ed/8833edac-a282-a4ce-769d-9d4b0a13e92a/mzaf_18445605774505978006.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3,0.0,0.0,SUCCESS
Time Flies,Drake,Time Flies,Tori Kelly,Solitude - EP,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/12/3a/d4/123ad4cc-2b7d-af37-a4a0-31e8abce93e7/mzaf_652023264111551930.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.4,0.0,0.0,SUCCESS
Time Of Our Lives,Pitbull & Ne-Yo,Time of Our Lives,Pitbull & Ne-Yo,Globalization,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d4/fa/df/d4fadffe-2141-a2cf-8142-bcadd28a2ea6/mzaf_1501459193169153839.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.7,1.0,0.25,SUCCESS
Todo de Ti,Rauw Alejandro,Todo de Ti (En Vivo),Cachas De Oro,Todo de Ti (En Vivo) - Single,Música Mexicana,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fe/fe/0d/fefe0daa-5f77-f8a7-f342-4b0e9917d71b/mzaf_8318582043099960514.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3703703703703703,0.0,0.0,SUCCESS
Toes,Zac Brown Band,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,KIRK,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/88/3e/60/883e6096-b8db-1088-0a78-87ff29ef0349/mzaf_11846176878892110153.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3,0.0,0.0,SUCCESS
Too Many Nights,Metro Boomin Featuring Don Toliver & Future,Too Many Nights (feat. Kojo trap),Essumann,From The Archives - Single,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/65/b3/fa/65b3fa6f-3d8e-db1e-cd00-a2643dc86d98/mzaf_16956898629030761565.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.2,0.0,0.0,SUCCESS
Tourniquet,Zach Bryan,Sun to Me,Zach Bryan,American Heartbreak,Country,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/8a/4e/bc/8a4ebc0d-28b4-f062-eef7-a27d521b1124/mzaf_9126425045801440311.plus.aac.p.m4a,LOW_CONFIDENCE,0.3157894736842105,1.0,1.0,0.0,SUCCESS
Toxic,Playboi Carti & Skepta,Timeless,The Weeknd & Playboi Carti,Hurry Up Tomorrow,R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/db/af/b3/dbafb30f-149d-a1a5-d213-7ca5f4e38478/mzaf_12355254277297753434.plus.aac.p.m4a,LOW_CONFIDENCE,0.3076923076923077,0.7027027027027027,0.6666666666666666,0.0,SUCCESS
Try That In A Small Town,Jason Aldean,Try That In a Small Town,Jimmy Levy,Try That In a Small Town - Single,Country,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/a8/3e/6d/a83e6d01-d1e5-1295-5ede-bcfb5da57670/mzaf_18291153656900768630.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3636363636363636,0.0,0.0,SUCCESS
Tu Boda,Oscar Maydon & Fuerza Regida,Tu Boda (Salsa),Santana SAUD,Tu Boda (Salsa) - Single,Latin,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a9/36/4a/a9364ae5-163f-d142-6552-0e7abbb68306/mzaf_5652779818687041080.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.4166666666666667,0.0,0.0,SUCCESS
U + Ur Hand,P!nk,Love Me Anyway (feat. Chris Stapleton),P!nk,Hurts 2B Human,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3e/71/6a/3e716aa0-655a-a3f0-7c96-36a1316c1927/mzaf_16655783252338881741.plus.aac.p.m4a,LOW_CONFIDENCE,0.3478260869565217,1.0,1.0,0.0,SUCCESS
Un Ratito,Bad Bunny,Un Ratito,Tobias Rene,Por Primera Vez,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/01/e5/86/01e58658-cb9e-eb87-e675-c66dbc31ade5/mzaf_13896211934914062491.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.4,0.0,0.0,SUCCESS
Unbreakable,Alicia Keys,Unbreakable (Live),Alicia Keys,Unplugged (Live),R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9b/58/b2/9b58b2cf-3de2-cbdb-75e8-993622a59841/mzaf_13193965143014057102.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,1.0,1.0,0.25,SUCCESS
Used,SZA Featuring Don Toliver,Used (feat. Don Toliver),SZA,SOS,R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/62/d6/6f/62d66f3b-cdbb-35d1-b74a-67c3afc1d872/mzaf_15816589370137508590.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,1.0,1.0,0.25,SUCCESS
Velda,"""Bad Bunny, Omar Courtz & Dei V""",NUEVAYoL,Bad Bunny,DeBÍ TiRAR MáS FOToS,Latin,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/2e/97/55/2e97555a-1ed3-9e07-de57-07e1213186c9/mzaf_7594924455925081680.plus.aac.p.m4a,LOW_CONFIDENCE,0.3076923076923077,1.0,1.0,0.0,SUCCESS
Venetia,Lil Uzi Vert,Dark Queen,Lil Uzi Vert,Luv Is Rage 2,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/2d/bc/7b/2dbc7bc7-52e1-d8a3-6c7b-892e9c6afa57/mzaf_2241569413983639864.plus.aac.p.m4a,LOW_CONFIDENCE,0.2352941176470588,1.0,1.0,0.0,SUCCESS
Vete,Bad Bunny,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b3/cd/a2/b3cda27f-382a-ed21-b6b9-2d6d1d4c5bbe/mzaf_15368178672903748165.plus.aac.p.m4a,LOW_CONFIDENCE,0.3157894736842105,1.0,1.0,0.0,SUCCESS
Volvi,Aventura x Bad Bunny,Me Fui de Vacaciones,Bad Bunny,Un Verano Sin Ti,Latin,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a9/1a/db/a91adb07-ba1b-4560-b1f1-961fec8654dc/mzaf_8216769890898312299.plus.aac.p.m4a,LOW_CONFIDENCE,0.16,0.6206896551724138,1.0,0.0,SUCCESS
Voy A Llevarte Pa PR,Bad Bunny,VOY A LLEVARTE PA PR (TURREO EDIT),Dj Bans,VOY A LLEVARTE PA PR (TURREO EDIT) - Single,Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e0/79/18/e07918fd-3900-e2e8-671f-aa3a24c6f381/mzaf_566345039884685934.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.375,0.0,0.0,SUCCESS
Vultures,¥$: Ye & Ty Dolla $ign Featuring Lil Durk & Bump J,Vultures,John Mayer,Continuum,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/0c/6a/3c/0c6a3c82-bd31-28b4-72ad-aecf18420c5e/mzaf_17983677130626205794.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3333333333333333,0.0,0.0,SUCCESS
WUSYANAME,"""Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign""",Wusyaname,Bass Boosted,Lose Yourself,Bass,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/57/52/ee/5752ee68-ec79-1778-3c80-10367843fcee/mzaf_1883088819874131526.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.2352941176470588,0.0,0.0,SUCCESS
We Were Us,Keith Urban And Miranda Lambert,We Were,Keith Urban,We Were - Single,Country,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/66/b3/6c/66b36cc7-ac03-7c44-1b5c-f33542ebefc5/mzaf_13897000269511808874.plus.aac.p.m4a,LOW_CONFIDENCE,0.8235294117647058,1.0,1.0,0.0,SUCCESS
What It Sounds Like,"""HUNTR/X: EJAE, Audrey Nuna & REI AMI""",What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",What It Sounds Like (from the Netflix film KPop Demon Hunters) - Single,K-Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3e/3a/19/3e3a1998-4a08-bcfc-f985-3d3201e31568/mzaf_9307734527363753859.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.3529411764705882,1.0,0.25,SUCCESS
What Them Girls Like,Ludacris Co-Starring Chris Brown & Sean Garrett,,,,,,,,,,,NO_RESULTS
What Time Is It,High School Musical 2 Cast,What Time Is It (Originally By the Cast of High School Musical 2),Sleepover Songs,Slumber Party Sing-Along Volume 2,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview19/v4/b7/58/ae/b758ae1b-99f6-7138-2793-c7ead42b8fe3/mzaf_239093257422965209.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.1951219512195122,0.0,0.0,SUCCESS
What's My Name?,Rihanna Featuring Drake,What's My Name,Brian McKnight,Ten,R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/47/01/51/47015185-a77c-3305-0d25-99f5987acaee/mzaf_11640250593074321394.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.4761904761904761,0.0,0.0,SUCCESS
When Emma Falls In Love (Taylor's Version) (From The Vault),Taylor Swift,When Emma Falls In Love - Lofi,louisette,"Speak Now, But Lofi (Deluxe)",Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/7b/30/e1/7b30e109-7839-eed0-2693-eb2ae722a32f/mzaf_12643100257380124950.plus.aac.p.m4a,LOW_CONFIDENCE,0.9019607843137256,0.3809523809523809,0.0,0.0,SUCCESS
When To Say When,Drake,When To Say When,Poor Life Choices,Free With Purchase EP,Folk,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/6d/b8/ea/6db8ea85-9770-3b58-e121-b86ee136e63b/mzaf_17885949659379532099.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.1818181818181818,0.0,0.0,SUCCESS
Where Are U Now,Skrillex & Diplo With Justin Bieber,Where Are Ü Now (feat. Justin Bieber),"Jack Ü, Skrillex & Diplo",Skrillex and Diplo present Jack Ü,Dance,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/62/37/84/62378490-73b9-a28d-e527-ea2b7ba98ffa/mzaf_16150298454697770075.plus.aac.p.m4a,REVIEW,0.9285714285714286,0.5925925925925926,0.6666666666666666,0.0,SUCCESS
Where She Goes,Bad Bunny,Después de la Playa,Bad Bunny,Un Verano Sin Ti,Latin,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f6/c6/a0/f6c6a092-1690-3328-907d-280a8ba6adac/mzaf_4195200870757777362.plus.aac.p.m4a,LOW_CONFIDENCE,0.2424242424242424,1.0,1.0,0.0,SUCCESS
Wi$h Li$t,Taylor Swift,Wi$h Li$t (Track by Track),Taylor Swift,The Life of a Showgirl (Track by Track Version),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8a/73/4e/8a734ed5-71f4-eae5-01ed-3480c81c28cc/mzaf_8042278358623534197.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,1.0,1.0,0.25,SUCCESS
Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,Wipe Me Down,Kijan Boone,He The ONLY Way,Christian,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8e/68/4b/8e684b67-863f-0505-516d-973549fbae57/mzaf_11742533386871580493.plus.aac.p.m4a,REVIEW,1.0,0.5714285714285714,0.0,0.0,SUCCESS
Work B**ch!,Britney Spears,Work (feat. Drake),Rihanna,ANTI (Deluxe),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5f/f7/ec/5ff7ec33-51fb-f705-6c73-0a9b57d3172b/mzaf_546389587350543730.plus.aac.p.m4a,LOW_CONFIDENCE,0.6153846153846154,0.3809523809523809,0.0,0.0,SUCCESS
X,21 Savage & Metro Boomin Featuring Future,Rich Flex,Drake & 21 Savage,Her Loss,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/42/7a/3c/427a3c89-c75c-4b80-4a73-4842a7e79176/mzaf_1663953284265055546.plus.aac.p.m4a,LOW_CONFIDENCE,0.2,0.75,0.6666666666666666,0.0,SUCCESS
Yessirskiii,Lil Uzi Vert & 21 Savage,Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock - Single,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/85/7b/23/857b2345-09e0-c324-4cf7-34a88fc86778/mzaf_12719910868500820317.plus.aac.p.m4a,LOW_CONFIDENCE,0.2307692307692307,1.0,1.0,0.0,SUCCESS
Yo No Soy Celoso,Bad Bunny,Yo No Soy Celoso,Oscar Ayala y Su Sangre Brava,Yo No Soy Celoso - Single,Latin,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/11/d7/21/11d7218a-7913-e63e-fab0-475330484c2b/mzaf_13422664698559995853.plus.aac.p.m4a,LOW_CONFIDENCE,1.0,0.1578947368421052,0.0,0.0,SUCCESS
Yonaguni,Bad Bunny,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b3/cd/a2/b3cda27f-382a-ed21-b6b9-2d6d1d4c5bbe/mzaf_15368178672903748165.plus.aac.p.m4a,LOW_CONFIDENCE,0.2608695652173913,1.0,1.0,0.0,SUCCESS
You Are The Music In Me,Zac Efron & Vanessa Anne Hudgens,Keep Me in Mind,Zac Brown Band,You Get What You Give (Deluxe),Country,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/6c/84/80/6c8480f4-32bf-4d38-60ed-19c8fdbbe5e3/mzaf_8371211219034242037.plus.aac.p.m4a,LOW_CONFIDENCE,0.4736842105263157,0.6086956521739131,0.3333333333333333,0.0,SUCCESS
You Better Move,Lil Uzi Vert,Sauce It Up,Lil Uzi Vert,Luv Is Rage 2,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/5d/91/9a/5d919a39-2383-6c56-7c8e-53275d3c753d/mzaf_15880953497931106136.plus.aac.p.m4a,LOW_CONFIDENCE,0.3076923076923077,1.0,1.0,0.0,SUCCESS
